2026-06-15 09:59:01.560 -05:00 [INF] === Iniciando Mozo API === {"MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 09:59:06.131 -05:00 [INF] ==> GET / | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-ea9e7f82b4812f2a6dfbd7aeba1da3f4-eb0e16fd0a45880b-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50D:00000001","RequestPath":"/","ConnectionId":"0HNMATQIFG50D","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:22.469 -05:00 [INF] ==> GET /maestro/archivo/meta-data-byuk | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-114595b2eeec8bf1902b970bb9e25b3f-50573b4a3c45fa1f-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:000001FF","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:22.479 -05:00 [INF] ==> GET /seguridad/empresa-modulo/select-unselect | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-b7d401cedae8155a3476a7ca59e62ce5-a76a8d4701b89dc6-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000203","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:22.474 -05:00 [INF] ==> GET /maestro/red-social | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-20462a6d5f0d6e8ba0c42e5afbcad232-0c67dcf0b0a0e24d-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000201","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:22.485 -05:00 [INF] <== GET /seguridad/empresa/byid | Status: 200 | Duración: 19ms | Usuario: Anonymous | TraceId: 00-186b14176ffa37defe060be55826b818-9d80f716ed1e75cd-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:000001FD","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:22.497 -05:00 [INF] <== GET /maestro/archivo/meta-data-byuk | Status: 200 | Duración: 27ms | Usuario: Anonymous | TraceId: 00-114595b2eeec8bf1902b970bb9e25b3f-50573b4a3c45fa1f-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:000001FF","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:22.498 -05:00 [INF] <== GET /seguridad/empresa-modulo/select-unselect | Status: 200 | Duración: 18ms | Usuario: Anonymous | TraceId: 00-b7d401cedae8155a3476a7ca59e62ce5-a76a8d4701b89dc6-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000203","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:22.508 -05:00 [INF] <== GET /maestro/red-social | Status: 200 | Duración: 34ms | Usuario: Anonymous | TraceId: 00-20462a6d5f0d6e8ba0c42e5afbcad232-0c67dcf0b0a0e24d-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000201","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:32.451 -05:00 [INF] ==> OPTIONS /seguridad/empresa/byid | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-441b862a7b6cc111dd140929d081648f-6a0ee5b38b4cbd81-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000205","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:32.451 -05:00 [INF] ==> OPTIONS /seguridad/empresa-modulo/select-unselect | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-868b2ff8f392e942e1edff78cf9a496b-00055d26ab049625-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000207","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:32.452 -05:00 [INF] ==> OPTIONS /maestro/red-social | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-606cf24a08371679e3201f61349b1646-fa8fd80bb61836f6-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000209","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:32.452 -05:00 [INF] ==> OPTIONS /maestro/archivo/meta-data-byuk | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-59c6b197cadc22d7ae815dadeb0b5d10-7d37606a4ae1ed26-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000020B","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:32.474 -05:00 [INF] <== OPTIONS /seguridad/empresa/byid | Status: 204 | Duración: 22ms | Usuario: Anonymous | TraceId: 00-441b862a7b6cc111dd140929d081648f-6a0ee5b38b4cbd81-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000205","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:32.486 -05:00 [INF] <== OPTIONS /seguridad/empresa-modulo/select-unselect | Status: 204 | Duración: 34ms | Usuario: Anonymous | TraceId: 00-868b2ff8f392e942e1edff78cf9a496b-00055d26ab049625-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000207","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:32.498 -05:00 [INF] <== OPTIONS /maestro/red-social | Status: 204 | Duración: 46ms | Usuario: Anonymous | TraceId: 00-606cf24a08371679e3201f61349b1646-fa8fd80bb61836f6-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000209","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:32.511 -05:00 [INF] <== OPTIONS /maestro/archivo/meta-data-byuk | Status: 204 | Duración: 59ms | Usuario: Anonymous | TraceId: 00-59c6b197cadc22d7ae815dadeb0b5d10-7d37606a4ae1ed26-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000020B","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:32.523 -05:00 [INF] ==> GET /seguridad/empresa/byid | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-98d8701920e0d3329cff135e3db0664b-b796793856a1fd3c-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000020D","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:32.528 -05:00 [INF] ==> GET /seguridad/empresa-modulo/select-unselect | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-7e576ef6d8587df1205d238e687f3d06-c3e66878cebb9d2c-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000020F","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:32.538 -05:00 [INF] ==> GET /maestro/red-social | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-66b28f8c86bbf5d85186ba7399b7e749-a4213fd897e79813-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000211","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:32.547 -05:00 [INF] ==> GET /maestro/archivo/meta-data-byuk | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-6138c6f29b896a7205e8d711a1f18111-1027c65ccd48abd9-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000213","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:32.553 -05:00 [INF] <== GET /seguridad/empresa/byid | Status: 200 | Duración: 30ms | Usuario: Anonymous | TraceId: 00-98d8701920e0d3329cff135e3db0664b-b796793856a1fd3c-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000020D","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:32.562 -05:00 [INF] <== GET /seguridad/empresa-modulo/select-unselect | Status: 200 | Duración: 33ms | Usuario: Anonymous | TraceId: 00-7e576ef6d8587df1205d238e687f3d06-c3e66878cebb9d2c-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000020F","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:32.568 -05:00 [INF] <== GET /maestro/red-social | Status: 200 | Duración: 30ms | Usuario: Anonymous | TraceId: 00-66b28f8c86bbf5d85186ba7399b7e749-a4213fd897e79813-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000211","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:32.575 -05:00 [INF] <== GET /maestro/archivo/meta-data-byuk | Status: 200 | Duración: 28ms | Usuario: Anonymous | TraceId: 00-6138c6f29b896a7205e8d711a1f18111-1027c65ccd48abd9-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000213","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:32.611 -05:00 [INF] ==> GET /uploads/empresa_9/entidad_2/9/tipo_4/2ca48f04c301405288b226953298d60e.webp | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-067dce3c0759325297b2fd922022ee5e-be00595f58981771-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93Q:00000001","RequestPath":"/uploads/empresa_9/entidad_2/9/tipo_4/2ca48f04c301405288b226953298d60e.webp","ConnectionId":"0HNMAVK62Q93Q","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:32.627 -05:00 [WRN] <== GET /uploads/empresa_9/entidad_2/9/tipo_4/2ca48f04c301405288b226953298d60e.webp | Status: 404 | Duración: 15ms | Usuario: Anonymous | TraceId: 00-067dce3c0759325297b2fd922022ee5e-be00595f58981771-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93Q:00000001","RequestPath":"/uploads/empresa_9/entidad_2/9/tipo_4/2ca48f04c301405288b226953298d60e.webp","ConnectionId":"0HNMAVK62Q93Q","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:39.869 -05:00 [INF] ==> OPTIONS /seguridad/empresa/byid | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-01745667205b2b669d49cc59b223f410-5c827f9f6145b08b-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000215","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:39.870 -05:00 [INF] ==> OPTIONS /seguridad/empresa-modulo/select-unselect | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-248260de0abfb727e815a75a158913aa-c1142167f0b2ed1f-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000217","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:39.870 -05:00 [INF] ==> OPTIONS /maestro/red-social | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-c649ec81a350292c957e0a2f16c84f04-447d5d4d58e37ad8-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000219","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:39.870 -05:00 [INF] ==> OPTIONS /maestro/archivo/meta-data-byuk | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-c4a6a793cef211c77be4381c1e7403c5-76a4d5f51daa2de9-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000021B","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:39.904 -05:00 [INF] <== OPTIONS /seguridad/empresa/byid | Status: 204 | Duración: 34ms | Usuario: Anonymous | TraceId: 00-01745667205b2b669d49cc59b223f410-5c827f9f6145b08b-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000215","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:39.916 -05:00 [INF] <== OPTIONS /seguridad/empresa-modulo/select-unselect | Status: 204 | Duración: 46ms | Usuario: Anonymous | TraceId: 00-248260de0abfb727e815a75a158913aa-c1142167f0b2ed1f-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000217","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:39.926 -05:00 [INF] <== OPTIONS /maestro/red-social | Status: 204 | Duración: 56ms | Usuario: Anonymous | TraceId: 00-c649ec81a350292c957e0a2f16c84f04-447d5d4d58e37ad8-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000219","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:39.936 -05:00 [INF] <== OPTIONS /maestro/archivo/meta-data-byuk | Status: 204 | Duración: 66ms | Usuario: Anonymous | TraceId: 00-c4a6a793cef211c77be4381c1e7403c5-76a4d5f51daa2de9-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000021B","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:39.950 -05:00 [INF] ==> GET /seguridad/empresa/byid | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-eb452b3aadf9b7f7f645a1e92faf4afd-090aba307123340a-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000021D","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:39.955 -05:00 [INF] ==> GET /seguridad/empresa-modulo/select-unselect | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-b343b446310b3782aa7a8a6c1814133d-1582a350578b00a5-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000021F","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:39.964 -05:00 [INF] ==> GET /maestro/red-social | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-9d7be4e80fbfa3bb0c47c89f49617c47-c42ea27fe6e951f7-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000221","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:39.973 -05:00 [INF] ==> GET /maestro/archivo/meta-data-byuk | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-5e27d619b329a47e8cf772929b6e7bf1-b00a292aeadb8267-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000223","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:39.988 -05:00 [INF] <== GET /seguridad/empresa-modulo/select-unselect | Status: 200 | Duración: 32ms | Usuario: Anonymous | TraceId: 00-b343b446310b3782aa7a8a6c1814133d-1582a350578b00a5-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000021F","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:39.998 -05:00 [INF] <== GET /maestro/red-social | Status: 200 | Duración: 33ms | Usuario: Anonymous | TraceId: 00-9d7be4e80fbfa3bb0c47c89f49617c47-c42ea27fe6e951f7-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000221","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:40.001 -05:00 [INF] <== GET /seguridad/empresa/byid | Status: 200 | Duración: 50ms | Usuario: Anonymous | TraceId: 00-eb452b3aadf9b7f7f645a1e92faf4afd-090aba307123340a-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000021D","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:40.003 -05:00 [INF] <== GET /maestro/archivo/meta-data-byuk | Status: 200 | Duración: 29ms | Usuario: Anonymous | TraceId: 00-5e27d619b329a47e8cf772929b6e7bf1-b00a292aeadb8267-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000223","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:40.070 -05:00 [INF] ==> GET /uploads/empresa_2/entidad_2/2/tipo_4/988cec2874ca431d8b59ba80c160c7fa.webp | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-c4b1d9ff0485765f3ff55f72bb072d35-a371d98be5774890-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93Q:00000003","RequestPath":"/uploads/empresa_2/entidad_2/2/tipo_4/988cec2874ca431d8b59ba80c160c7fa.webp","ConnectionId":"0HNMAVK62Q93Q","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:40.081 -05:00 [WRN] <== GET /uploads/empresa_2/entidad_2/2/tipo_4/988cec2874ca431d8b59ba80c160c7fa.webp | Status: 404 | Duración: 11ms | Usuario: Anonymous | TraceId: 00-c4b1d9ff0485765f3ff55f72bb072d35-a371d98be5774890-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93Q:00000003","RequestPath":"/uploads/empresa_2/entidad_2/2/tipo_4/988cec2874ca431d8b59ba80c160c7fa.webp","ConnectionId":"0HNMAVK62Q93Q","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:42.925 -05:00 [INF] ==> OPTIONS /seguridad/empresa/byid | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-d375a69e5643fab74ebe197c8d0a2ecc-996a856d845db63e-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000225","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:42.925 -05:00 [INF] ==> OPTIONS /maestro/red-social | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-76ad99e5bd4acfcce0a1553d34881d93-4bcc7479f7b3f718-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000229","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:42.925 -05:00 [INF] ==> OPTIONS /seguridad/empresa-modulo/select-unselect | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-779beecde12b0dbf269e46548e943fea-c45164ad51565ec3-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000227","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:42.925 -05:00 [INF] ==> OPTIONS /maestro/archivo/meta-data-byuk | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-26f9147439523a56b24e59515033db29-09cd7c6a102beb9d-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:0000022B","RequestPath":"/maestro/archivo/meta-data-byuk","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:42.946 -05:00 [INF] <== OPTIONS /seguridad/empresa/byid | Status: 204 | Duración: 20ms | Usuario: Anonymous | TraceId: 00-d375a69e5643fab74ebe197c8d0a2ecc-996a856d845db63e-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000225","RequestPath":"/seguridad/empresa/byid","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:42.959 -05:00 [INF] <== OPTIONS /maestro/red-social | Status: 204 | Duración: 34ms | Usuario: Anonymous | TraceId: 00-76ad99e5bd4acfcce0a1553d34881d93-4bcc7479f7b3f718-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000229","RequestPath":"/maestro/red-social","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 17:00:42.970 -05:00 [INF] <== OPTIONS /seguridad/empresa-modulo/select-unselect | Status: 204 | Duración: 45ms | Usuario: Anonymous | TraceId: 00-779beecde12b0dbf269e46548e943fea-c45164ad51565ec3-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93P:00000227","RequestPath":"/seguridad/empresa-modulo/select-unselect","ConnectionId":"0HNMAVK62Q93P","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
